,Parcel_No,review,date_2016,address,add_ver,add_rev,add_corr,proptype,units,othertype,propstatus,#_stories,add_mlbox,add_house,add_marker,add_notvis,stsign_vis,streetligh,MIN_NO,MIN_RFSWY,MIN_RFTILE,MIN_FOUND,MIN_WINDDO,MIN_WNDPAN,MIN_UNFINW,MIN_MISSID,MIN_INSUL,MIN_ROT,MIN_STEPS,MIN_PORCH,MIN_SKIRT,MIN_RAILS,MAJ_NO,MAJ_RFSWY,MAJ_RFTILE,MAJ_FOUND,MAJ_WINDDO,MAJ_SIDING,MAJ_ROT,MAJ_PORCH,MAJ_SKIRT,Yard,condition,sidewalks,trees,junk,lit_ditch,lit_yard,lit_officials,lit_none,Comments,Pic1,Pic2,Pic3,Pic4,long,lat,MIN_TOTAL,MAJ_TOTAL,MnMj_total,conditions,other_tot,lit_tot,ParcCount,rec_id
494,M22 102,Jacinda,6/23/2016,524 FOGGY FIELD ROAD,yes,n/a,yes,Single family (no garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2000172?filename=communitymapuga/attachments/1466724410220.jpg,None,None,None,-81.95477947,32.80678822,1,0,1,Standard,0,0,2,M22 102135
495,M22 102,Becky,6/24/2016,524 FOGGY FIELD ROAD,yes,n/a,yes,Single family (no garage),n/a,n/a,occupied,one,Yes,Yes,No,No,yes,1-2,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,needs_to_be_mo,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2002091?filename=communitymapuga/attachments/1466783239715.jpg,http://ona.io/api/v1/files/2002092?filename=communitymapuga/attachments/1466783258998.jpg,http://ona.io/api/v1/files/2002093?filename=communitymapuga/attachments/1466783278353.jpg,None,-81.95457467,32.80733631,1,1,2,Substandard,0,0,2,M22 102136
497,M22 104,Robin,6/23/2016,456 DREXEL/FOGGY FIELD,yes,n/a,yes,Single family (detached garage),n/a,n/a,occupied,one,No,No,Yes,No,yes,3-4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2000189?filename=communitymapuga/attachments/1466724189073.jpg,None,None,None,-81.9546559,32.80751917,0,0,0,Standard,0,0,2,M22 104137
498,M22 104,LME,6/24/2016,456 DREXEL/FOGGY FIELD,yes,n/a,yes,Single family (attached garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2002249?filename=communitymapuga/attachments/1466783405919.jpg,http://ona.io/api/v1/files/2002248?filename=communitymapuga/attachments/1466783415783.jpg,None,None,-81.95511254,32.80745028,0,0,0,Standard,0,0,2,M22 104138
545,M24 003,Katherine,6/21/2016,0 MLKJ AVENUE,no,Unknown,no,vacant,n/a,n/a,vacant_unoccup,n/a,No,No,No,Yes,no,3-4,n/a,No,No,No,No,No,No,No,No,No,No,No,No,No,n/a,No,No,No,No,No,No,No,No,major_cleanup_,n/a,No,Yes,Yes,No,No,No,Yes,Home burned down ,http://ona.io/api/v1/files/1982402?filename=communitymapuga/attachments/1466535498731.jpg,None,None,None,-81.95538689,32.80986572,0,0,0,Standard,2,0,2,M24 003139
546,M24 003,K,6/21/2016,0 MLKJ AVENUE,no,522 MLK,yes,Mobile home (multiple parcels),n/a,n/a,occupied,one,Yes,No,No,No,no,3-4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,satisfactory,fair,No,Yes,No,No,No,No,Yes,No,http://ona.io/api/v1/files/1982404?filename=communitymapuga/attachments/1466535633146.jpg,http://ona.io/api/v1/files/1982403?filename=communitymapuga/attachments/1466535648800.jpg,None,None,-81.9556844,32.80995301,0,1,1,Substandard,1,0,2,M24 003140
547,M24 003A,Lme,6/24/2016,514 MLKJ AVENUE,no,Unknown,yes,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,no,1-2,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,satisfactory,poor,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2002271?filename=communitymapuga/attachments/1466792377621.jpg,http://ona.io/api/v1/files/2002272?filename=communitymapuga/attachments/1466792391677.jpg,None,None,-81.95486685,32.8105667,5,5,10,Dilapidated,0,0,2,M24 003A141
548,M24 003A,K,6/21/2016,514 MLKJ AVENUE,no,Unknown,no,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,no,1-2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,needs_to_be_mo,poor,No,No,Yes,No,No,No,Yes,No,http://ona.io/api/v1/files/1982405?filename=communitymapuga/attachments/1466535827401.jpg,http://ona.io/api/v1/files/1982407?filename=communitymapuga/attachments/1466535846514.jpg,http://ona.io/api/v1/files/1982408?filename=communitymapuga/attachments/1466535859917.jpg,http://ona.io/api/v1/files/1982406?filename=communitymapuga/attachments/1466535871932.jpg,-81.95488842,32.8103242,1,5,6,Dilapidated,1,0,2,M24 003A142
549,M24 004,Becky,6/21/2016,532 MLKJ AVENUE,yes,n/a,yes,Mobile home (single parcels),n/a,n/a,occupied,one,No,Yes,No,No,no,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,Yes,No,No,No,Yes,Junk cars and tires in yard.,http://ona.io/api/v1/files/1982378?filename=communitymapuga/attachments/1466534766390.jpg,http://ona.io/api/v1/files/1982379?filename=communitymapuga/attachments/1466534812172.jpg,http://ona.io/api/v1/files/1982377?filename=communitymapuga/attachments/1466534841956.jpg,None,-81.95601841,32.81007018,0,0,0,Standard,1,0,3,M24 004143
550,M24 004,K,6/21/2016,532 MLKJ AVENUE,no,534 MLK,yes,Mobile home (multiple parcels),n/a,n/a,occupied,one,No,No,No,Yes,no,3-4,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,satisfactory,good,No,No,No,No,No,No,Yes,No,http://ona.io/api/v1/files/1987549?filename=communitymapuga/attachments/1466535321157.jpg,None,None,None,-81.95592018,32.80984722,2,4,6,Dilapidated,0,0,3,M24 004144
551,M24 004,K,6/21/2016,532 MLKJ AVENUE,yes,n/a,yes,Mobile home (multiple parcels),n/a,n/a,occupied,one,No,No,No,Yes,no,3-4,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,satisfactory,fair,No,No,No,No,No,No,Yes,No,http://ona.io/api/v1/files/1987546?filename=communitymapuga/attachments/1466534877136.jpg,http://ona.io/api/v1/files/1987548?filename=communitymapuga/attachments/1466534966869.jpg,http://ona.io/api/v1/files/1987547?filename=communitymapuga/attachments/1466534989455.jpg,None,-81.9558681,32.80969283,4,1,5,Dilapidated,0,0,3,M24 004145
554,M24 005B,K,6/21/2016,564 MLKJ AVENUE,yes,n/a,yes,Single family (no garage),n/a,n/a,occupied,one,No,Yes,No,No,no,3-4,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,needs_to_be_mo,fair,No,No,Yes,No,No,No,Yes,No,http://ona.io/api/v1/files/1982367?filename=communitymapuga/attachments/1466534110797.jpg,http://ona.io/api/v1/files/1982365?filename=communitymapuga/attachments/1466534127497.jpg,http://ona.io/api/v1/files/1982366?filename=communitymapuga/attachments/1466534141265.jpg,None,-81.9571988,32.80988183,2,2,4,Dilapidated,1,0,2,M24 005B146
555,M24 005B,K,6/21/2016,564 MLKJ AVENUE,no,Unknown ,no,Mobile home (multiple parcels),n/a,n/a,unknown,one,No,No,No,Yes,no,four_plus,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,major_cleanup_,poor,No,Yes,Yes,No,No,No,Yes,Lots of junk ,http://ona.io/api/v1/files/1982372?filename=communitymapuga/attachments/1466534351760.jpg,http://ona.io/api/v1/files/1982371?filename=communitymapuga/attachments/1466534365531.jpg,http://ona.io/api/v1/files/1982373?filename=communitymapuga/attachments/1466534378877.jpg,None,-81.95676454,32.80986973,0,3,3,Dilapidated,2,0,2,M24 005B147
556,M25 001,Angela Moore ,6/24/2016,508 DREXEL AVENUE,no,527 Foggyfield,no,Mobile home (multiple parcels),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2002505?filename=communitymapuga/attachments/1466791750442.jpg,http://ona.io/api/v1/files/2002506?filename=communitymapuga/attachments/1466791762043.jpg,http://ona.io/api/v1/files/2002507?filename=communitymapuga/attachments/1466791778261.jpg,None,-81.95504329,32.80742807,3,0,3,Substandard,0,0,2,M25 001148
557,M25 001,Polly Dailey,6/24/2016,508 DREXEL AVENUE,no,Unknown,no,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,yes,1-2,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,satisfactory,poor,No,No,Yes,No,Yes,No,No,Litter in backyard,http://ona.io/api/v1/files/2002570?filename=communitymapuga/attachments/1466792099770.jpg,http://ona.io/api/v1/files/2002569?filename=communitymapuga/attachments/1466792158805.jpg,http://ona.io/api/v1/files/2002571?filename=communitymapuga/attachments/1466792171620.jpg,http://ona.io/api/v1/files/2002572?filename=communitymapuga/attachments/1466792186339.jpg,-81.95572553,32.80732983,3,2,5,Dilapidated,2,1,2,M25 001149
566,M25 007,Angela Moore ,6/24/2016,509 PALMER ROW,no,Unknown ,no,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,yes,3-4,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2002483?filename=communitymapuga/attachments/1466790430659.jpg,None,None,None,-81.95585317,32.80511603,3,0,3,Substandard,0,0,2,M25 007150
567,M25 007,Allison Drew ,6/24/2016,509 PALMER ROW,yes,n/a,yes,Mobile home (multiple parcels),n/a,n/a,occupied,one,Yes,No,No,No,yes,3-4,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,satisfactory,poor,No,No,Yes,No,Yes,No,No,None,http://ona.io/api/v1/files/2002567?filename=communitymapuga/attachments/1466796138416.jpg,http://ona.io/api/v1/files/2002566?filename=communitymapuga/attachments/1466796150418.jpg,None,None,-81.95602426,32.80463033,7,4,11,Dilapidated,2,1,2,M25 007151
577,M25 016,Angela Moore ,6/24/2016,0 GUMLOG STREET,no,Unknown ,no,Single family (no garage),n/a,n/a,occupied,one,No,No,No,Yes,yes,3-4,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,major_cleanup_,fair,No,No,Yes,No,No,No,Yes,None,http://ona.io/api/v1/files/2002522?filename=communitymapuga/attachments/1466793552851.jpg,http://ona.io/api/v1/files/2002523?filename=communitymapuga/attachments/1466793566480.jpg,http://ona.io/api/v1/files/2002524?filename=communitymapuga/attachments/1466793578814.jpg,None,-81.9563411,32.80757063,4,2,6,Dilapidated,1,0,4,M25 016152
578,M25 016,Allison Drew ,6/24/2016,0 GUMLOG STREET,no,Unknown,no,Mobile home (multiple parcels),n/a,n/a,occupied,one,No,No,No,Yes,yes,3-4,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,Yes,No,No,No,Yes,None,http://ona.io/api/v1/files/2002520?filename=communitymapuga/attachments/1466793617015.jpg,None,None,None,-81.95669801,32.8073004,3,0,3,Substandard,1,0,4,M25 016153
579,M25 016,Allison Drew ,6/24/2016,0 GUMLOG STREET,no,Unknown,no,Mobile home (multiple parcels),n/a,n/a,unknown,one,No,No,No,Yes,yes,3-4,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,overgrown__inc,poor,No,No,Yes,No,Yes,No,No,None,http://ona.io/api/v1/files/2002525?filename=communitymapuga/attachments/1466793849135.jpg,None,None,None,-81.95658496,32.80738626,6,7,13,Dilapidated,2,1,4,M25 016154
580,M25 016,Angela Moore ,6/24/2016,0 GUMLOG STREET,no,Unknown ,no,Mobile home (multiple parcels),n/a,n/a,vacant_unoccup,one,No,No,No,Yes,yes,1-2,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,satisfactory,poor,No,Yes,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2002527?filename=communitymapuga/attachments/1466793855691.jpg,None,None,None,-81.95691137,32.8073034,3,3,6,Dilapidated,1,0,4,M25 016155
581,M25 017,Polly Dailey,6/24/2016,0 GUMLOG/DREXEL STREET,no,Unknown,no,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,yes,1-2,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,needs_to_be_mo,poor,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2002574?filename=communitymapuga/attachments/1466792732613.jpg,None,None,None,-81.95671962,32.80801638,2,1,3,Substandard,0,0,2,M25 017156
582,M25 017,Polly Dailey,6/24/2016,0 GUMLOG/DREXEL STREET,no,562 Gumlog\Drexel Ave,no,Single family (no garage),n/a,n/a,vacant_unoccup,one,No,Yes,No,No,yes,1-2,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,major_cleanup_,poor,No,No,Yes,No,No,Yes,No,Junk cars in yard,http://ona.io/api/v1/files/2002577?filename=communitymapuga/attachments/1466793055966.jpg,http://ona.io/api/v1/files/2002575?filename=communitymapuga/attachments/1466793078762.jpg,http://ona.io/api/v1/files/2002576?filename=communitymapuga/attachments/1466793091196.jpg,None,-81.95688046,32.80789018,5,1,6,Dilapidated,2,1,2,M25 017157
1,023 030,K,6/20/2016,0 HWY 21 EAST,no,230 Washington St ,yes,Single family (attached garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976649?filename=communitymapuga/attachments/1466430460168.jpg,http://ona.io/api/v1/files/1976648?filename=communitymapuga/attachments/1466430468882.jpg,http://ona.io/api/v1/files/1976647?filename=communitymapuga/attachments/1466430491198.jpg,None,-81.9127367,32.80208344,0,0,0,Standard,0,0,1,023 030158
2,023 045,K,6/20/2016,3375 HWY 17 SOUTH,no,"None
",no,Mobile home (multiple parcels),n/a,n/a,occupied,one,No,No,No,Yes,no,3-4,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,overgrown__inc,poor,No,No,Yes,No,No,No,Yes,Tarp on roof,http://ona.io/api/v1/files/1976669?filename=communitymapuga/attachments/1466432056578.jpg,http://ona.io/api/v1/files/1976670?filename=communitymapuga/attachments/1466432074545.jpg,http://ona.io/api/v1/files/1976668?filename=communitymapuga/attachments/1466432125495.jpg,None,-81.93690528,32.79108926,2,6,8,Dilapidated,1,0,1,023 045159
3,023 048,K,6/20/2016,0 LANDFIELD ROAD,no,None,no,Mobile home (multiple parcels),n/a,n/a,occupied,one,No,No,No,Yes,yes,1-2,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,satisfactory,poor,No,Yes,No,No,No,No,Yes,Tarp on roof dangerous foundation,http://ona.io/api/v1/files/1976678?filename=communitymapuga/attachments/1466432832067.jpg,http://ona.io/api/v1/files/1976677?filename=communitymapuga/attachments/1466433035474.jpg,http://ona.io/api/v1/files/1976679?filename=communitymapuga/attachments/1466433066107.jpg,None,-81.92381148,32.79749992,4,5,9,Dilapidated,1,0,1,023 048160
4,023 054,K,6/20/2016,0 PARAMORE HILL ROAD,no,Washington,no,Single family (no garage),n/a,n/a,occupied,one,No,No,No,Yes,yes,1-2,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,satisfactory,fair,No,Yes,Yes,No,No,Yes,No,N,http://ona.io/api/v1/files/1976666?filename=communitymapuga/attachments/1466431571734.jpg,http://ona.io/api/v1/files/1976665?filename=communitymapuga/attachments/1466431579614.jpg,http://ona.io/api/v1/files/1976664?filename=communitymapuga/attachments/1466431605316.jpg,None,-81.91587404,32.79862435,3,3,6,Dilapidated,3,1,1,023 054161
5,023 057,K,6/20/2016,0 MAGNOLIA STREET,no,213 Washington,yes,Single family (no garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976653?filename=communitymapuga/attachments/1466430970797.jpg,http://ona.io/api/v1/files/1976652?filename=communitymapuga/attachments/1466430983882.jpg,http://ona.io/api/v1/files/1976654?filename=communitymapuga/attachments/1466431015163.jpg,None,-81.9209603,32.80280638,1,0,1,Standard,0,0,1,023 057162
6,M08 004,Test,6/6/2016,617 WALNUT STREET,yes,n/a,yes,Single family (attached garage),n/a,n/a,occupied,one,Yes,No,No,No,yes,1-2,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,satisfactory,good,No,No,Yes,No,No,Yes,No,W,http://ona.io/api/v1/files/1987370?filename=communitymapuga/attachments/1465238605307.jpg,None,http://ona.io/api/v1/files/1987371?filename=communitymapuga/attachments/1465238645983.jpg,None,-81.93582827,32.80921913,1,1,2,Substandard,2,1,1,M08 004163
7,M08 005,Pam,6/6/2016,0 WALNUT STREET,yes,n/a,yes,Single family (no garage),n/a,n/a,occupied,one,No,No,No,Yes,yes,four_plus,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,poor,No,No,Yes,No,Yes,No,No,None,1465238350522.jpg,None,None,None,-81.93577819,32.80893849,3,0,3,Substandard,2,1,1,M08 005164
10,M12 076,Becky,6/22/2016,255 NORTH AVENUE,yes,n/a,yes,vacant,n/a,n/a,vacant_unoccup,n/a,No,Yes,No,No,yes,1-2,n/a,No,No,No,No,No,No,No,No,No,No,No,No,No,n/a,No,No,No,No,No,No,No,No,major_cleanup_,n/a,No,No,No,No,No,Yes,No,None,http://ona.io/api/v1/files/1987473?filename=communitymapuga/attachments/1466609002152.jpg,http://ona.io/api/v1/files/1987474?filename=communitymapuga/attachments/1466609040674.jpg,http://ona.io/api/v1/files/1987475?filename=communitymapuga/attachments/1466609061510.jpg,None,-81.94575233,32.81173285,0,0,0,Standard,1,1,1,M12 076165
11,M12 078,Art,6/23/2016,0 NORTH AVENUE,no,Don't know,no,Single family (attached garage),n/a,n/a,unknown,one,No,No,No,Yes,yes,1-2,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,major_cleanup_,poor,No,Yes,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1997252?filename=communitymapuga/attachments/1466709592954.jpg,None,None,None,-81.9462318,32.8117296,1,0,1,Standard,1,0,1,M12 078166
12,M12 079,K,6/22/2016,0 NORTH AVENUE,no,Unknown,no,Mobile home (single parcels),n/a,n/a,vacant_unoccup,one,No,No,No,Yes,yes,1-2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,overgrown__inc,fair,No,Yes,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1985925?filename=communitymapuga/attachments/1466608975475.jpg,http://ona.io/api/v1/files/1985926?filename=communitymapuga/attachments/1466608982792.jpg,http://ona.io/api/v1/files/1985923?filename=communitymapuga/attachments/1466609001344.jpg,http://ona.io/api/v1/files/1985924?filename=communitymapuga/attachments/1466609021178.jpg,-81.94655738,32.81172753,1,2,3,Dilapidated,1,0,1,M12 079167
13,M12 080,Becky,6/22/2016,225 NORTH AVENUE,yes,n/a,yes,Mobile home (single parcels),n/a,n/a,occupied,one,Yes,No,No,No,yes,1-2,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,major_cleanup_,poor,No,No,Yes,No,No,Yes,No,None,http://ona.io/api/v1/files/1987468?filename=communitymapuga/attachments/1466608695503.jpg,http://ona.io/api/v1/files/1987467?filename=communitymapuga/attachments/1466608736221.jpg,None,None,-81.94681783,32.81172588,9,7,16,Dilapidated,2,1,1,M12 080168
14,M12 082,K,6/22/2016,0 OLD WAYNESBORO ROAD,no,1016 Old Waynesboro ,yes,Single family (no garage),n/a,n/a,occupied,one,Yes,No,No,No,yes,1-2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,satisfactory,poor,No,Yes,Yes,No,No,No,Yes,Kudzu overgrowth,http://ona.io/api/v1/files/1985916?filename=communitymapuga/attachments/1466608364466.jpg,http://ona.io/api/v1/files/1985917?filename=communitymapuga/attachments/1466608409065.jpg,http://ona.io/api/v1/files/1985915?filename=communitymapuga/attachments/1466608422664.jpg,None,-81.94733097,32.81195042,1,5,6,Dilapidated,2,0,1,M12 082169
15,M12 083,Becky,6/22/2016,0 OLD WAYNESBORO ROAD,no,Unknown,no,Single family (no garage),n/a,n/a,occupied,one,No,No,No,Yes,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,Needs pressure washing.,http://ona.io/api/v1/files/1987462?filename=communitymapuga/attachments/1466608291747.jpg,http://ona.io/api/v1/files/1987461?filename=communitymapuga/attachments/1466608310647.jpg,http://ona.io/api/v1/files/1987463?filename=communitymapuga/attachments/1466608331965.jpg,None,-81.94743,32.81213256,0,0,0,Standard,0,0,1,M12 083170
16,M12 085,Becky,6/22/2016,309 GEORGIA AVENUE,yes,n/a,no,Single family (no garage),n/a,n/a,occupied,one,No,No,No,Yes,yes,3-4,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,overgrown__inc,poor,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1987457?filename=communitymapuga/attachments/1466607925082.jpg,http://ona.io/api/v1/files/1987458?filename=communitymapuga/attachments/1466607952100.jpg,http://ona.io/api/v1/files/1987456?filename=communitymapuga/attachments/1466607969149.jpg,None,-81.9467471,32.81206611,5,2,7,Dilapidated,0,0,1,M12 085171
17,M12 086,Becky,6/22/2016,236 GEORGIA AVENUE,yes,n/a,no,vacant,n/a,n/a,vacant_unoccup,n/a,No,No,No,Yes,yes,1-2,n/a,No,No,No,No,No,No,No,No,No,No,No,No,No,n/a,No,No,No,No,No,No,No,No,needs_to_be_mo,n/a,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1987451?filename=communitymapuga/attachments/1466607455116.jpg,None,None,None,-81.94649642,32.81206455,0,0,0,Standard,0,0,1,M12 086172
18,M12 087,Becky,6/22/2016,244 GEORGIA AVENUE,yes,n/a,no,Single family (attached garage),n/a,n/a,occupied,one,No,No,No,Yes,yes,1-2,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,needs_to_be_mo,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1987447?filename=communitymapuga/attachments/1466607250950.jpg,http://ona.io/api/v1/files/1987446?filename=communitymapuga/attachments/1466607281782.jpg,http://ona.io/api/v1/files/1987445?filename=communitymapuga/attachments/1466607299479.jpg,None,-81.94630089,32.81206334,3,2,5,Dilapidated,0,0,1,M12 087173
19,M12 090,Becky,6/22/2016,1015 RAILROAD STREET,yes,n/a,yes,Mobile home (single parcels),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,satisfactory,fair,No,No,No,No,No,No,Yes,Siding needs cleaning. 3 trashcans? in back.,http://ona.io/api/v1/files/1987435?filename=communitymapuga/attachments/1466606401609.jpg,http://ona.io/api/v1/files/1987434?filename=communitymapuga/attachments/1466606416893.jpg,http://ona.io/api/v1/files/1987436?filename=communitymapuga/attachments/1466606466042.jpg,None,-81.94561469,32.81205966,1,1,2,Substandard,0,0,1,M12 090174
20,M12 091,Katherine,6/22/2016,0 GEORGIA AVENUE,no,Unknown,no,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,yes,1-2,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,Yes,No,Yes,No,No,No,Noe,http://ona.io/api/v1/files/1985868?filename=communitymapuga/attachments/1466606402710.jpg,http://ona.io/api/v1/files/1985867?filename=communitymapuga/attachments/1466606410012.jpg,http://ona.io/api/v1/files/1985866?filename=communitymapuga/attachments/1466606424561.jpg,None,-81.94559691,32.81249465,4,0,4,Dilapidated,2,1,1,M12 091175
21,M12 092,K,6/22/2016,0 GEORGIA AVENUE,no,259 and 261 Georgia,yes,Multifamily,2,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,Yes,No,No,No,Yes,None,http://ona.io/api/v1/files/1985870?filename=communitymapuga/attachments/1466606808045.jpg,http://ona.io/api/v1/files/1985871?filename=communitymapuga/attachments/1466606829731.jpg,http://ona.io/api/v1/files/1985869?filename=communitymapuga/attachments/1466606864610.jpg,None,-81.9457652,32.81249784,2,0,2,Substandard,1,0,1,M12 092176
